pidp,wave,sex,age,partner,degree,inc4,owner,gor_dv
68385567,Wave 3,male,32,No partner,No degree,Lowest 25%,Not owner,East Midlands
68388291,Wave 3,male,36,No partner,No degree,3,Owner,East Midlands
68388287,Wave 3,female,26,No partner,Degree,Highest 25%,Owner,East Midlands
68388967,Wave 3,female,74,No partner,Degree,2,Owner,East Midlands
68390331,Wave 3,male,66,Partner,Degree,3,Owner,East Midlands
68390327,Wave 3,female,66,Partner,No degree,Lowest 25%,Owner,East Midlands
68391007,Wave 3,female,51,No partner,No degree,3,Owner,East Midlands
68391015,Wave 3,female,23,No partner,No degree,2,Not owner,East Midlands
68395775,Wave 3,female,16,No partner,No degree,Lowest 25%,Not owner,East Midlands
68395771,Wave 3,female,52,Partner,Degree,3,Owner,East Midlands
68395767,Wave 3,male,56,Partner,Degree,3,Owner,East Midlands
68397127,Wave 3,female,35,Partner,No degree,2,Owner,East Midlands
68397131,Wave 3,male,31,Partner,No degree,3,Owner,East Midlands
68400527,Wave 3,male,47,No partner,No degree,Lowest 25%,Not owner,East Midlands
68401211,Wave 3,male,73,Partner,No degree,2,Owner,East Midlands
68401207,Wave 3,female,69,Partner,No degree,Lowest 25%,Owner,East Midlands
68408007,Wave 3,female,55,No partner,No degree,2,Not owner,East Midlands
68409375,Wave 3,female,19,No partner,No degree,2,Not owner,East Midlands
68409371,Wave 3,male,49,Partner,Degree,Highest 25%,Owner,East Midlands
68409379,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,East Midlands
68409367,Wave 3,female,49,Partner,Degree,Highest 25%,Owner,East Midlands
68411407,Wave 3,male,76,Partner,No degree,3,Owner,East Midlands
68412087,Wave 3,female,44,Partner,Degree,3,Owner,East Midlands
68412091,Wave 3,male,47,Partner,Degree,3,Owner,East Midlands
68414127,Wave 3,male,25,Partner,No degree,2,Not owner,East Midlands
68414131,Wave 3,female,23,Partner,Degree,Highest 25%,Not owner,East Midlands
68416847,Wave 3,female,62,No partner,Degree,2,Owner,East Midlands
68418207,Wave 3,male,84,No partner,No degree,3,Owner,East Midlands
68420247,Wave 3,female,55,Partner,No degree,3,Owner,East Midlands
68420251,Wave 3,male,58,Partner,Degree,Lowest 25%,Owner,East Midlands
68420255,Wave 3,male,19,No partner,No degree,2,Not owner,East Midlands
68423651,Wave 3,female,36,Partner,Degree,Highest 25%,Owner,East Midlands
68423647,Wave 3,male,37,Partner,Degree,Highest 25%,Owner,East Midlands
68424327,Wave 3,female,63,Partner,No degree,3,Not owner,East Midlands
68427047,Wave 3,female,44,Partner,Degree,3,Not owner,East Midlands
68427051,Wave 3,male,44,Partner,No degree,Highest 25%,Not owner,East Midlands
68430451,Wave 3,female,22,No partner,No degree,3,Not owner,Yorkshire and the Humber
70434482,Wave 3,male,23,No partner,Degree,3,Not owner,Yorkshire and the Humber
68431127,Wave 3,female,31,No partner,No degree,3,Not owner,East Midlands
68431807,Wave 3,male,44,Partner,Degree,Highest 25%,Owner,East Midlands
68431811,Wave 3,female,36,Partner,Degree,Highest 25%,Owner,East Midlands
68435887,Wave 3,male,35,No partner,No degree,Highest 25%,Not owner,East Midlands
68435891,Wave 3,female,66,No partner,Degree,Lowest 25%,Owner,East Midlands
68436567,Wave 3,female,88,No partner,No degree,2,Owner,East Midlands
68438611,Wave 3,female,60,Partner,Degree,2,Owner,East Midlands
68438607,Wave 3,male,60,Partner,Degree,Highest 25%,Owner,East Midlands
68439287,Wave 3,female,39,Partner,No degree,2,Owner,East Midlands
68439291,Wave 3,male,41,Partner,Degree,3,Owner,East Midlands
68444731,Wave 3,male,25,Partner,Degree,Lowest 25%,Not owner,West Midlands
70522962,Wave 3,male,21,No partner,No degree,Lowest 25%,Not owner,West Midlands
68444727,Wave 3,female,23,Partner,Degree,Lowest 25%,Not owner,West Midlands
68449491,Wave 3,male,65,Partner,No degree,3,Not owner,West Midlands
68449487,Wave 3,female,64,Partner,No degree,Lowest 25%,Not owner,West Midlands
68450167,Wave 3,female,68,No partner,No degree,2,Owner,West Midlands
68453567,Wave 3,male,35,Partner,Degree,Highest 25%,Owner,West Midlands
68453571,Wave 3,female,31,Partner,No degree,3,Owner,West Midlands
68454927,Wave 3,male,69,Partner,No degree,2,Owner,West Midlands
68454931,Wave 3,female,68,Partner,No degree,Lowest 25%,Owner,West Midlands
68455607,Wave 3,male,54,No partner,No degree,3,Owner,West Midlands
68455611,Wave 3,female,45,No partner,No degree,3,Owner,West Midlands
68456291,Wave 3,female,64,Partner,No degree,Lowest 25%,Owner,West Midlands
68456287,Wave 3,male,64,Partner,No degree,2,Owner,West Midlands
68460371,Wave 3,female,76,Partner,No degree,Lowest 25%,Owner,West Midlands
68460367,Wave 3,male,80,Partner,No degree,2,Owner,West Midlands
68461047,Wave 3,female,57,No partner,No degree,Lowest 25%,Not owner,West Midlands
68464447,Wave 3,female,43,No partner,No degree,3,Owner,West Midlands
68467847,Wave 3,female,58,Partner,Degree,3,Missing,West Midlands
68469899,Wave 3,male,19,No partner,No degree,2,Not owner,West Midlands
68469891,Wave 3,male,42,Partner,No degree,3,Not owner,West Midlands
68469895,Wave 3,female,21,No partner,No degree,2,Not owner,West Midlands
68469887,Wave 3,female,43,Partner,No degree,3,Not owner,West Midlands
68471247,Wave 3,male,63,No partner,Degree,2,Owner,West Midlands
68473967,Wave 3,female,63,No partner,No degree,2,Owner,West Midlands
68474647,Wave 3,female,36,No partner,No degree,2,Not owner,West Midlands
68479407,Wave 3,male,45,No partner,No degree,Highest 25%,Not owner,West Midlands
68479411,Wave 3,female,43,No partner,Degree,Highest 25%,Not owner,West Midlands
68480087,Wave 3,male,62,Partner,No degree,3,Owner,West Midlands
68480091,Wave 3,female,58,Partner,No degree,Lowest 25%,Owner,West Midlands
68480771,Wave 3,female,83,Partner,No degree,Lowest 25%,Owner,West Midlands
68480767,Wave 3,male,86,Partner,No degree,2,Owner,West Midlands
68481447,Wave 3,female,70,No partner,Degree,2,Owner,West Midlands
68483487,Wave 3,female,58,Partner,No degree,Lowest 25%,Owner,West Midlands
68483491,Wave 3,male,60,Partner,No degree,Lowest 25%,Owner,West Midlands
68484167,Wave 3,male,88,Partner,No degree,2,Owner,West Midlands
68484171,Wave 3,female,90,Partner,No degree,Lowest 25%,Owner,West Midlands
68484851,Wave 3,male,24,No partner,Degree,Lowest 25%,Not owner,West Midlands
68484855,Wave 3,male,22,No partner,Degree,Lowest 25%,Not owner,West Midlands
68486887,Wave 3,male,22,No partner,Degree,Highest 25%,Owner,West Midlands
68488931,Wave 3,female,55,Partner,No degree,2,Not owner,West Midlands
68488927,Wave 3,male,58,Partner,No degree,Lowest 25%,Not owner,West Midlands
68489607,Wave 3,female,55,Partner,No degree,Highest 25%,Owner,West Midlands
68489611,Wave 3,male,61,Partner,No degree,Highest 25%,Owner,West Midlands
68489615,Wave 3,male,35,No partner,Degree,Highest 25%,Not owner,West Midlands
68493007,Wave 3,male,76,Partner,Degree,2,Owner,West Midlands
68493011,Wave 3,female,69,Partner,Degree,Lowest 25%,Owner,West Midlands
68493687,Wave 3,female,31,No partner,No degree,3,Not owner,West Midlands
68494367,Wave 3,female,63,No partner,No degree,2,Not owner,West Midlands
71026084,Wave 3,female,41,No partner,No degree,Lowest 25%,Owner,West Midlands
68499807,Wave 3,male,45,No partner,No degree,Lowest 25%,Owner,West Midlands
68501171,Wave 3,female,49,Partner,Degree,Highest 25%,Owner,West Midlands
68501167,Wave 3,male,48,Partner,No degree,Highest 25%,Owner,West Midlands
68506611,Wave 3,male,39,No partner,No degree,3,Not owner,West Midlands
68506607,Wave 3,female,35,No partner,No degree,Lowest 25%,Not owner,West Midlands
68508647,Wave 3,female,56,No partner,No degree,3,Owner,West Midlands
68508651,Wave 3,male,51,No partner,No degree,2,Owner,West Midlands
68510015,Wave 3,male,32,No partner,Missing,2,Owner,West Midlands
68510007,Wave 3,female,63,Partner,Degree,2,Owner,West Midlands
68510011,Wave 3,male,61,Partner,Degree,3,Owner,West Midlands
68510687,Wave 3,female,59,No partner,No degree,2,Owner,West Midlands
68511371,Wave 3,male,49,Partner,No degree,Highest 25%,Owner,West Midlands
68511367,Wave 3,female,48,Partner,No degree,2,Owner,West Midlands
68511375,Wave 3,female,21,No partner,Degree,3,Not owner,West Midlands
70863562,Wave 3,female,22,No partner,No degree,2,Not owner,West Midlands
68512727,Wave 3,male,30,Partner,No degree,3,Owner,West Midlands
68512731,Wave 3,female,29,Partner,Degree,3,Owner,West Midlands
68513407,Wave 3,female,27,No partner,No degree,3,Not owner,West Midlands
68515447,Wave 3,male,69,Partner,Degree,3,Owner,West Midlands
68529727,Wave 3,female,85,No partner,No degree,2,Owner,West Midlands
68530407,Wave 3,female,49,No partner,No degree,3,Owner,West Midlands
68530411,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,West Midlands
68530415,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,West Midlands
68531091,Wave 3,male,25,No partner,No degree,Highest 25%,Not owner,West Midlands
68531087,Wave 3,female,31,No partner,No degree,2,Not owner,West Midlands
68535167,Wave 3,female,54,Partner,No degree,Lowest 25%,Owner,West Midlands
68535175,Wave 3,male,26,No partner,No degree,3,Not owner,West Midlands
68535171,Wave 3,male,60,Partner,No degree,2,Owner,West Midlands
68537207,Wave 3,female,59,No partner,No degree,3,Owner,West Midlands
68537887,Wave 3,female,61,No partner,No degree,2,Owner,West Midlands
68538567,Wave 3,female,74,No partner,Degree,3,Owner,West Midlands
68539251,Wave 3,male,52,Partner,Degree,Highest 25%,Owner,West Midlands
68539247,Wave 3,female,55,Partner,Degree,Highest 25%,Owner,West Midlands
68539927,Wave 3,female,84,No partner,Degree,Highest 25%,Owner,West Midlands
68544691,Wave 3,male,87,No partner,No degree,3,Owner,West Midlands
68545371,Wave 3,female,32,No partner,No degree,3,Owner,West Midlands
68545367,Wave 3,male,35,No partner,Degree,Highest 25%,Owner,West Midlands
68546047,Wave 3,male,37,No partner,Degree,3,Not owner,West Midlands
68548091,Wave 3,male,43,Partner,No degree,3,Owner,West Midlands
68548087,Wave 3,female,49,Partner,No degree,Lowest 25%,Owner,West Midlands
71066882,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,West Midlands
68550127,Wave 3,male,46,No partner,No degree,Highest 25%,Owner,West Midlands
68555567,Wave 3,female,26,Partner,Degree,3,Owner,West Midlands
68555571,Wave 3,male,34,Partner,Degree,Highest 25%,Owner,West Midlands
68556247,Wave 3,female,65,No partner,No degree,3,Owner,West Midlands
68563047,Wave 3,female,83,No partner,Degree,3,Owner,West Midlands
68565087,Wave 3,female,46,Partner,No degree,2,Owner,South West
68565095,Wave 3,male,22,No partner,No degree,3,Not owner,South West
68565091,Wave 3,male,41,Partner,Degree,Highest 25%,Owner,South West
68565767,Wave 3,female,68,No partner,No degree,2,Not owner,South West
68569171,Wave 3,male,29,No partner,No degree,3,Owner,South West
68569167,Wave 3,female,25,No partner,Degree,3,Owner,South West
68569851,Wave 3,female,60,Partner,Degree,3,Not owner,South West
68569847,Wave 3,male,63,Partner,Degree,2,Not owner,South West
68571207,Wave 3,female,71,Partner,No degree,2,Owner,South West
68571211,Wave 3,male,71,Partner,Degree,3,Owner,South West
68572579,Wave 3,male,21,No partner,No degree,Highest 25%,Not owner,South West
68572567,Wave 3,female,55,Partner,Degree,3,Owner,South West
68572571,Wave 3,male,57,Partner,No degree,2,Owner,South West
68573927,Wave 3,female,22,No partner,No degree,3,Not owner,South West
68574607,Wave 3,male,54,Partner,Degree,Highest 25%,Owner,South West
68574611,Wave 3,female,51,Partner,Degree,2,Owner,South West
68577327,Wave 3,male,41,No partner,No degree,2,Not owner,South West
68579367,Wave 3,female,74,No partner,No degree,3,Owner,South West
68580731,Wave 3,female,36,Partner,Degree,Lowest 25%,Owner,South West
68580727,Wave 3,male,38,Partner,Degree,Highest 25%,Owner,South West
68581407,Wave 3,male,63,Partner,No degree,2,Not owner,South West
68581411,Wave 3,female,57,Partner,No degree,3,Not owner,South West
68582771,Wave 3,female,71,Partner,Degree,3,Owner,South West
68582767,Wave 3,male,73,Partner,Degree,Highest 25%,Owner,South West
68590247,Wave 3,male,60,No partner,No degree,2,Not owner,South West
68590927,Wave 3,female,57,No partner,No degree,2,Not owner,South West
68590931,Wave 3,female,60,No partner,No degree,3,Not owner,South West
68592967,Wave 3,male,52,No partner,No degree,2,Not owner,South West
68593715,Wave 3,male,58,No partner,Degree,2,Not owner,South West
68595007,Wave 3,female,37,No partner,Degree,3,Not owner,South West
71577004,Wave 3,female,16,No partner,No degree,Lowest 25%,Not owner,South West
68595015,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,South West
68596367,Wave 3,male,34,No partner,No degree,Highest 25%,Owner,South West
68597047,Wave 3,male,51,No partner,No degree,3,Not owner,South West
68597727,Wave 3,female,52,Partner,Degree,Highest 25%,Owner,South West
71624564,Wave 3,female,26,No partner,No degree,2,Not owner,South East
68598415,Wave 3,female,34,No partner,Degree,2,Not owner,South East
71624484,Wave 3,female,58,No partner,Degree,3,Owner,South East
68598475,Wave 3,female,46,No partner,Degree,Lowest 25%,Not owner,South West
68601127,Wave 3,female,66,No partner,Degree,2,Not owner,South West
68602487,Wave 3,female,38,No partner,No degree,2,Not owner,South West
68604527,Wave 3,female,85,No partner,No degree,3,Owner,South West
68605207,Wave 3,female,32,Partner,No degree,3,Not owner,South West
68605891,Wave 3,female,33,Partner,Degree,Lowest 25%,Not owner,South West
68605887,Wave 3,male,42,Partner,Degree,Highest 25%,Not owner,South West
68607927,Wave 3,female,76,No partner,No degree,2,Owner,South West
68610647,Wave 3,male,58,Partner,Degree,Highest 25%,Owner,South West
68610651,Wave 3,female,61,Partner,No degree,Highest 25%,Owner,South West
71699324,Wave 3,female,34,No partner,Degree,Highest 25%,Owner,South West
68611327,Wave 3,female,55,Partner,Degree,Lowest 25%,Owner,South West
68611331,Wave 3,male,60,Partner,No degree,Lowest 25%,Owner,South West
68612687,Wave 3,male,38,No partner,No degree,Lowest 25%,Owner,South West
68613375,Wave 3,male,17,No partner,Missing,Lowest 25%,Not owner,South West
68613367,Wave 3,female,52,No partner,No degree,3,Owner,South West
68615407,Wave 3,male,42,Partner,No degree,Highest 25%,Owner,South West
68615411,Wave 3,female,35,Partner,No degree,3,Owner,South West
68616091,Wave 3,female,62,Partner,No degree,2,Owner,South West
68616087,Wave 3,male,68,Partner,No degree,3,Owner,South West
68616767,Wave 3,female,49,No partner,No degree,Highest 25%,Owner,South West
71454482,Wave 3,male,51,No partner,Degree,Highest 25%,Owner,South West
68621531,Wave 3,male,77,Partner,No degree,3,Owner,South West
68621527,Wave 3,female,69,Partner,No degree,Lowest 25%,Owner,South West
68622887,Wave 3,female,79,No partner,Degree,2,Not owner,South West
68624251,Wave 3,female,33,Partner,No degree,Lowest 25%,Owner,South West
68624247,Wave 3,male,49,Partner,No degree,Highest 25%,Owner,South West
68624927,Wave 3,female,45,Partner,No degree,3,Owner,South West
68625611,Wave 3,female,72,Partner,No degree,Lowest 25%,Owner,South West
68625607,Wave 3,male,75,Partner,No degree,3,Owner,South West
68627647,Wave 3,male,60,No partner,No degree,3,Not owner,South West
68628327,Wave 3,female,86,No partner,No degree,2,Owner,South West
68629687,Wave 3,female,30,No partner,Degree,Highest 25%,Owner,South West
68630367,Wave 3,female,27,No partner,No degree,Lowest 25%,Owner,South West
68633091,Wave 3,male,23,No partner,No degree,3,Not owner,South West
68634447,Wave 3,female,84,No partner,No degree,2,Owner,South West
68635127,Wave 3,female,58,No partner,Degree,3,Owner,South West
68636491,Wave 3,male,40,Partner,No degree,3,Owner,South West
68636487,Wave 3,female,38,Partner,No degree,Lowest 25%,Owner,South West
68637175,Wave 3,male,49,No partner,No degree,Lowest 25%,Not owner,South West
68637167,Wave 3,male,71,Partner,No degree,Lowest 25%,Owner,South West
68637171,Wave 3,female,68,Partner,No degree,Lowest 25%,Owner,South West
68639207,Wave 3,female,44,No partner,No degree,2,Not owner,South West
68642607,Wave 3,male,69,No partner,No degree,2,Owner,South West
68643291,Wave 3,male,56,Partner,Degree,Highest 25%,Owner,South West
68643287,Wave 3,female,60,Partner,Degree,Lowest 25%,Owner,South West
68650087,Wave 3,female,40,No partner,No degree,Highest 25%,Owner,South West
68650771,Wave 3,male,25,No partner,Degree,Lowest 25%,Not owner,South West
68650767,Wave 3,female,42,No partner,Degree,Highest 25%,Not owner,South West
68650775,Wave 3,male,18,No partner,No degree,2,Not owner,South West
68651447,Wave 3,female,68,No partner,Degree,Highest 25%,Owner,South West
68652807,Wave 3,female,50,Partner,Degree,3,Owner,South West
68652815,Wave 3,female,19,No partner,No degree,Lowest 25%,Not owner,South West
68652811,Wave 3,male,48,Partner,Degree,Highest 25%,Owner,South West
68653491,Wave 3,male,57,Partner,Degree,Highest 25%,Owner,South West
68653487,Wave 3,female,51,Partner,No degree,2,Owner,South West
68654171,Wave 3,male,59,Partner,No degree,Highest 25%,Owner,South West
71971324,Wave 3,female,27,No partner,Degree,3,Not owner,South West
68654167,Wave 3,female,58,Partner,No degree,3,Owner,South West
68654847,Wave 3,female,77,No partner,No degree,2,Owner,South West
68656207,Wave 3,female,52,Partner,Degree,Lowest 25%,Owner,South West
68656211,Wave 3,male,54,Partner,No degree,Highest 25%,Owner,South West
68656215,Wave 3,male,24,No partner,No degree,Highest 25%,Not owner,South West
68657575,Wave 3,female,21,No partner,No degree,Lowest 25%,Not owner,South West
68657571,Wave 3,male,50,Partner,No degree,Highest 25%,Owner,South West
68657567,Wave 3,female,44,Partner,No degree,3,Owner,South West
68657579,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,South West
68658247,Wave 3,female,53,Partner,No degree,2,Owner,South West
